Season;Rank;Player;Team;GP;GS;Min;PTS;2PM;2PA;2P%;3PM;3PA;3P%;FTM;FTA;FT%;OR;DR;TR;AST;STL;TO;BLK;BLKA;FC;FD;PIR
2020-21;90;L. LEKAVICIUS;ZAL;33;0;18:20;8.2;2.4;4.2;56.8%;0.8;1.5;50%;1.2;1.3;86.4%;0.3;0.8;1.2;2.4;0.5;1.6;0.0;0.2;1.8;2.5;8.3
2020-21;92;C. SINGLETON;EFS;41;19;22:01;6.1;0.9;1.9;48.7%;0.9;2.3;39.6%;1.5;1.8;81.3%;0.9;2.9;3.8;0.6;0.7;0.6;0.5;0.1;2.2;2.2;8.3
2020-21;93;N. GIFFEY;BER;24;5;20:02;8.1;2.2;4.2;52.5%;1.0;2.3;41.8%;0.8;1.0;79.2%;1.2;1.7;2.9;1.4;0.8;1.3;0.4;0.3;1.9;1.8;8.3
2020-21;94;D. DAVIDOVAC;CZV;33;8;22:39;7.2;1.8;3.2;56.6%;0.8;2.2;37.8%;1.0;1.2;78%;0.8;2.0;2.8;1.6;1.0;1.1;0.2;0.2;2.1;1.9;8.3
2020-21;95;D. BARTHEL;FNB;29;18;21:49;6.3;1.8;3.1;57.8%;0.5;1.2;41.2%;1.3;1.5;88.4%;0.8;2.4;3.1;1.3;0.5;1.2;0.2;0.3;1.9;2.3;8.2
2020-21;96;K. KURIC;FCB;39;1;18:49;8.7;1.1;2.0;55.1%;1.7;3.1;56.2%;1.3;1.3;96.1%;0.3;1.3;1.6;0.5;0.4;0.6;0.1;0.0;1.5;1.4;8.2
2020-21;97;Y. FALL;TDS;32;16;11:43;7.0;2.7;4.3;62.8%;0.0;0.0;0%;1.7;2.2;75.7%;1.3;1.9;3.2;0.5;0.5;1.8;0.7;0.1;2.0;2.3;8.1
2020-21;98;O. ELLIS;OLY;33;23;14:17;5.9;2.3;3.2;72.6%;0.0;0.0;0%;1.3;1.6;79.2%;1.9;2.2;4.1;0.4;0.4;1.2;0.7;0.2;2.7;1.8;8.1
2020-21;99;N. LAPROVITTOLA;RMB;34;13;17:37;6.8;0.9;1.9;43.9%;1.2;3.6;34.7%;1.4;1.6;86.8%;0.4;1.3;1.6;3.8;0.7;1.6;0.0;0.1;2.1;2.6;8.1
2020-21;100;A. CALOIARO;MTA;33;27;25:35:00;5.9;1.4;2.4;57.5%;0.6;1.8;31.7%;1.4;1.7;81.8%;0.9;2.5;3.4;1.7;0.8;0.8;0.1;0.2;2.2;1.8;7.8
2020-21;101;D. SEELEY;BAY;27;10;20:20;8.1;1.3;2.8;46.1%;1.3;2.4;51.5%;1.7;2.1;83.9%;0.3;0.7;1.0;2.2;0.7;1.5;0.0;0.2;2.0;2.5;7.8
2020-21;102;S. LLULL;RMB;26;3;17:44;8.7;1.3;3.2;41.5%;1.5;4.4;33%;1.7;2.0;86.3%;0.3;1.2;1.5;3.0;0.4;0.8;0.0;0.1;1.7;1.9;7.8
2020-21;103;M. HERMANNSSON;VBC;29;0;17:42;6.9;1.7;3.7;45.8%;0.6;1.6;38.3%;1.6;1.9;87%;0.4;1.1;1.5;3.4;0.5;1.3;0.0;0.3;1.9;2.2;7.8
2020-21;104;B. BARON;ZEN;39;1;18:39;9.6;1.1;2.4;45.3%;2.1;4.6;44.8%;1.2;1.3;86.5%;0.2;1.2;1.4;1.7;0.4;0.9;0.0;0.3;1.9;1.9;7.8
2020-21;105;M. LO;BER;27;8;21:34;9.5;2.0;3.9;51.9%;1.3;3.9;34.6%;1.4;1.6;88.6%;0.3;1.0;1.3;3.1;0.6;2.1;0.0;0.6;1.5;2.0;7.6
2020-21;106;A. DIOT;ASV;30;23;18:44;5.9;0.7;1.2;55.6%;1.4;2.7;52.5%;0.4;0.6;70.6%;0.3;1.7;2.0;3.0;0.7;1.5;0.0;0.1;2.0;1.4;7.6
2020-21;107;C. JONES;MTA;34;7;17:29;7.0;2.1;3.9;53.8%;0.7;2.0;36.2%;0.6;0.8;75%;0.3;1.5;1.8;2.8;0.9;1.4;0.1;0.2;1.6;1.4;7.5
2020-21;108;T. PLEISS;EFS;24;9;12:02;6.8;2.5;4.1;60.2%;0.3;0.7;41.2%;1.0;1.1;88.9%;0.9;1.8;2.7;0.5;0.2;0.8;0.3;0.2;0.9;1.0;7.5
2020-21;109;I. BAKO;ASV;27;3;14:22;5.6;2.0;3.3;60%;0.0;0.0;0%;1.6;1.8;87.8%;1.3;2.2;3.6;0.4;0.5;0.8;0.8;0.3;2.1;1.3;7.4
2020-21;110;S. SANLI;EFS;34;19;14:13;7.8;2.5;3.7;66.1%;0.4;1.3;34.9%;1.6;1.9;81.5%;0.7;1.5;2.2;0.6;0.4;0.6;0.5;0.4;2.2;1.4;7.3
2020-21;111;J. BOLOMBOY;CSK;25;9;16:55;5.4;1.9;3.1;62.3%;0.2;0.6;25%;1.1;1.4;77.1%;1.7;2.0;3.8;0.3;0.6;0.8;0.5;0.3;1.6;1.2;7.2
2020-21;112;P. JANKUNAS;ZAL;34;8;15:53;3.9;1.0;1.9;50.8%;0.2;0.9;27.6%;1.2;1.3;91.1%;1.0;3.4;4.4;1.0;0.5;0.8;0.1;0.1;1.6;1.5;7.1
2020-21;113;J. CARROLL;RMB;31;8;14:52;9.4;1.8;2.9;63.3%;1.5;3.8;40.3%;1.1;1.2;94.4%;0.2;0.8;1.1;0.5;0.2;0.8;0.0;0.2;1.3;1.7;7.1
2020-21;114;N. WEILER-BABB;BAY;33;13;23:36;6.3;1.0;2.8;35.5%;1.0;2.8;34%;1.4;1.7;80.7%;0.9;2.4;3.2;2.2;1.2;1.2;0.2;0.3;2.5;1.8;7.1
2020-21;115;L. JEAN-CHARLES;OLY;29;11;17:31;6.3;2.3;3.5;66.7%;0.3;1.1;27.3%;0.7;0.8;87.5%;1.4;1.8;3.2;0.5;0.6;1.2;0.7;0.2;2.1;1.3;7.1
2020-21;116;O. DOBRIC;CZV;32;7;18:37;8.2;1.0;2.6;39.8%;1.6;3.6;45.6%;1.3;1.5;85.7%;0.5;1.5;2.0;0.8;0.9;1.1;0.0;0.2;1.4;1.5;7.0
2020-21;117;Z. DRAGIC;TDS;33;3;17:58;8.5;2.1;4.0;51.1%;0.8;2.7;28.4%;2.1;2.7;78.7%;0.6;0.9;1.6;0.9;0.6;1.2;0.0;0.6;1.3;2.8;6.8
2020-21;118;R. JOKUBAITIS;ZAL;31;5;20:55;7.0;2.1;4.3;47.8%;0.6;1.6;38.8%;1.0;1.3;75.6%;0.4;1.3;1.7;2.5;0.5;1.5;0.0;0.2;1.6;2.0;6.8
2020-21;119;D. BENDER;MTA;34;16;19:07;6.6;1.5;2.5;60.5%;0.9;2.5;34.5%;1.0;1.3;75.6%;0.8;3.0;3.8;0.7;0.4;1.1;0.5;0.3;2.4;1.2;6.7
2020-21;120;V. ZAITCEV;KHI;34;26;19:28;5.1;1.6;3.1;51%;0.4;1.2;32.5%;0.9;1.1;81.1%;0.4;2.0;2.4;2.4;1.3;1.6;0.4;0.4;2.5;1.7;6.4
2020-21;121;L. DATOME;AXM;37;7;16:29;7.1;1.2;2.6;45.8%;1.2;2.4;51.1%;0.9;1.1;89.7%;0.5;2.2;2.8;0.8;0.2;0.5;0.1;0.1;1.9;0.8;6.4
2020-21;122;U. GARUBA;RMB;39;20;16:17;3.9;1.3;2.0;62.8%;0.3;1.1;26.8%;0.6;0.9;59.5%;1.3;2.8;4.0;0.7;0.6;1.2;0.7;0.1;1.7;1.0;6.1
2020-21;123;O. KUZMIC;CZV;32;25;13:55;3.8;1.5;2.8;54.4%;0.0;0.0;0%;0.8;1.2;64.1%;1.8;2.2;3.9;0.2;0.3;0.5;0.3;0.2;1.2;1.0;6.1
2020-21;124;R. SMITS;FCB;41;8;15:55;5.5;1.6;2.5;65.7%;0.5;1.2;39.6%;0.8;1.0;76.7%;1.0;2.2;3.2;0.6;0.4;1.0;0.2;0.2;2.2;1.3;6.0
2020-21;125;B. BENTIL;PAO;31;5;15:52;6.0;1.6;3.1;53.1%;0.5;1.4;36.4%;1.2;1.6;74%;0.9;1.7;2.6;0.9;0.5;1.1;0.2;0.2;1.7;1.4;5.9
2020-21;126;D. HILLIARD;CSK;37;30;19:24;8.7;1.7;3.9;44.1%;1.3;4.1;32.7%;1.3;1.5;85.7%;0.3;1.7;2.0;1.1;0.6;1.1;0.2;0.4;1.8;1.6;5.9
2020-21;127;A. HOLLINS;ZEN;38;34;19:21;8.2;1.4;2.7;52%;1.4;3.9;36.9%;1.0;1.2;83%;0.5;1.2;1.7;0.9;1.0;0.8;0.2;0.2;2.0;0.9;5.8
2020-21;128;J. ANDERSON;EFS;41;17;15:08;4.2;0.8;1.5;54%;0.6;1.2;45.1%;0.9;1.2;71.4%;0.7;2.0;2.8;0.8;0.4;0.4;0.1;0.1;1.3;1.0;5.7
2020-21;129;P. ORIOLA;FCB;38;20;15:01;5.4;2.1;3.6;56.9%;0.1;0.3;50%;0.9;1.5;58.9%;1.4;2.2;3.6;0.8;0.2;1.2;0.3;0.3;2.1;1.3;5.7
2020-21;130;T. SEDEKERSKIS;TDS;32;21;16:16;3.5;0.9;1.7;56.6%;0.3;0.9;36.7%;0.6;0.7;78.3%;0.6;2.3;2.9;1.1;0.6;0.6;0.2;0.2;1.2;0.7;5.6
2020-21;131;C. KAHUDI;ASV;31;16;21:12;5.6;1.0;2.2;44.1%;0.9;2.3;39.4%;0.9;1.0;90.6%;0.5;1.9;2.4;0.9;0.8;0.7;0.1;0.1;2.1;1.3;5.5
2020-21;132;A. HARRISON;OLY;27;8;17:30;6.5;1.0;2.4;41.5%;0.9;3.5;26.6%;1.7;2.1;80.7%;0.2;1.6;1.8;1.1;0.5;0.7;0.1;0.1;1.6;2.3;5.4
2020-21;133;F. CAUSEUR;RMB;28;8;14:06;6.3;1.3;2.5;51.4%;0.9;2.1;41.7%;1.0;1.6;65.9%;0.1;1.0;1.1;1.4;0.4;1.0;0.0;0.4;1.1;1.6;5.4
2020-21;133;S. KARASEV;KHI;28;21;18:39;5.7;1.0;1.7;61.7%;0.9;2.8;31.2%;1.0;1.2;87.9%;0.4;1.6;2.0;1.0;1.0;0.7;0.1;0.1;2.5;1.6;5.4
2020-21;135;V. MICOV;AXM;30;20;19:04;6.1;1.7;3.3;50%;0.7;1.6;45.8%;0.6;0.8;75%;0.2;1.4;1.6;1.0;0.6;0.9;0.1;0.1;1.7;1.3;5.4
2020-21;136;A. NOUA;ASV;28;4;15:31;5.0;1.1;2.4;48.5%;0.7;2.2;31.7%;0.6;0.8;76.2%;0.3;2.2;2.5;0.8;0.4;0.5;0.4;0.1;1.3;0.9;5.1
2020-21;137;A. ZUBKOV;ZEN;39;1;16:02;5.1;1.4;2.3;60.2%;0.6;1.6;37.7%;0.6;0.9;64.7%;0.5;1.6;2.1;1.1;0.3;0.9;0.0;0.1;1.7;1.4;5.1
2020-21;138;S. MACK;PAO;26;4;16:28;6.0;1.1;2.7;40.8%;1.0;2.3;41.7%;0.9;1.2;74.2%;0.3;0.9;1.2;2.8;0.7;1.6;0.0;0.3;1.8;1.2;5.0
2020-21;139;F. SAN EMETERIO;VBC;24;5;13:16;4.9;1.0;2.2;46.2%;0.7;2.0;36.2%;0.8;0.8;95%;0.4;0.9;1.3;1.3;0.3;0.5;0.0;0.2;1.2;1.4;5.0
2020-21;140;J. JOHNSON;BAY;38;21;14:11;4.3;1.8;3.8;48.3%;0.0;0.2;0%;0.7;0.8;78.1%;0.8;2.1;2.9;0.3;0.4;0.6;0.4;0.0;1.5;0.9;4.9
2020-21;141;N. KURBANOV;CSK;39;39;22:03;4.1;0.8;1.3;62%;0.6;1.7;33.8%;0.7;1.0;71.8%;0.8;1.8;2.6;0.9;0.6;0.7;0.3;0.1;1.9;1.1;4.8
2020-21;142;A. HANGA;FCB;41;7;15:53;4.6;1.2;2.5;47.5%;0.6;1.7;34.3%;0.5;0.8;64.7%;0.5;1.7;2.2;1.7;0.8;1.2;0.3;0.1;1.9;1.1;4.8
2020-21;143;Z. AUGUSTE;PAO;21;7;10:21;4.6;1.9;2.8;67.2%;0.0;0.0;100%;0.8;1.4;53.3%;1.6;0.7;2.3;0.4;0.6;0.9;0.1;0.2;2.0;1.4;4.8
2020-21;144;V. SPANOULIS;OLY;34;2;17:16;6.4;1.1;2.4;45.8%;1.0;3.5;28.3%;1.1;1.7;64.4%;0.2;1.3;1.5;2.7;0.6;2.0;0.0;0.5;1.5;2.0;4.7
2020-21;145;S. MONIA;KHI;26;19;22:40;5.0;0.3;0.8;45%;1.4;3.5;40.7%;0.0;0.0;0%;0.8;2.2;3.0;1.6;0.6;0.9;0.5;0.0;2.8;0.2;4.7
2020-21;146;E. ULANOVAS;FNB;28;28;19:34;4.5;1.1;2.2;51.6%;0.6;1.4;40%;0.5;0.6;72.2%;0.5;1.1;1.6;1.4;0.2;0.8;0.0;0.1;1.6;1.4;4.7
2020-21;147;A. ABRINES;FCB;39;33;18:42;6.1;0.6;1.3;44%;1.4;3.3;42.3%;0.7;0.8;90.3%;0.6;1.3;1.8;0.7;0.6;0.3;0.2;0.2;2.5;1.0;4.7
2020-21;148;M. SIMONOVIC;CZV;23;11;18:37;5.3;0.6;1.5;37.1%;1.2;2.6;45.8%;0.7;0.9;71.4%;0.3;2.1;2.3;0.5;0.3;0.4;0.0;0.1;1.6;1.0;4.7
2020-21;149;G. VIVES;VBC;26;18;18:05;4.5;0.8;1.4;61.1%;0.8;2.0;39.6%;0.4;0.6;68.8%;0.2;1.3;1.5;2.3;0.9;1.1;0.1;0.1;2.7;1.2;4.6
2020-21;150;Z. SISKO;BAY;32;1;17:13;4.3;1.1;2.3;47.3%;0.6;1.6;39.2%;0.2;0.3;80%;0.6;0.8;1.4;3.3;0.8;0.9;0.0;0.2;2.9;1.0;4.6
2021-22;1;N. MIROTIC;BAR;38;38;24:25:00;16.9;3.6;5.4;65.5%;2.0;4.3;46.3%;3.9;4.4;87.6%;0.9;4.3;5.2;1.4;0.9;1.7;0.3;0.1;2.1;4.1;20.1
2021-22;2;S. LARKIN;EFS;39;28;31:53:00;14.7;2.2;4.4;51.2%;2.4;6.2;38.2%;3.2;3.5;89.8%;0.2;2.7;3.0;5.3;1.3;2.4;0.0;0.4;1.2;4.7;18.7
2021-22;3;W. TAVARES;RMB;35;34;22:58;10.9;4.4;6.4;69.5%;0.0;0.1;0%;2.1;2.8;73.7%;3.1;4.5;7.5;1.0;0.9;1.8;1.7;0.2;2.3;3.4;18.4
2021-22;4;J. VESELY;FBB;22;20;28:30:00;13.6;5.4;8.5;63.1%;0.1;0.4;33.3%;2.5;3.4;73.3%;1.7;4.4;6.1;2.5;1.1;2.0;0.4;0.1;2.5;3.5;18.2
2021-22;5;M. JAMES;ASM;38;32;31:11:00;16.4;3.5;7.1;49.4%;1.9;6.1;31.3%;3.6;4.3;83.3%;0.3;2.9;3.2;5.8;1.2;2.5;0.1;0.4;2.2;5.1;18.1
2021-22;6;S. VEZENKOV;OLY;38;38;30:11:00;13.7;3.3;5.0;66.5%;1.6;4.3;37%;2.2;2.7;83.3%;1.5;4.4;5.9;1.5;1.0;0.8;0.2;0.1;1.5;2.6;17.8
2021-22;7;V. MICIC;EFS;34;26;30:12:00;18.2;3.9;6.6;58.2%;2.2;6.6;33.9%;3.8;4.4;85.4%;0.2;2.5;2.7;4.6;1.1;2.9;0.0;0.9;2.5;4.9;17.5
2021-22;8;G. PAPAGIANNIS;PAO;29;23;28:24:00;10.3;4.7;7.2;64.3%;0.0;0.0;0%;1.0;1.3;73.7%;2.3;6.0;8.2;0.9;0.8;1.3;1.7;0.1;1.7;1.6;17.4
2021-22;9;L. BROWN;UNK;24;23;29:21:00;13.8;4.1;7.2;57.2%;1.2;3.6;32.2%;2.0;2.3;85.7%;0.8;2.8;3.6;6.1;1.5;2.9;0.2;0.3;1.9;3.1;17.3
2021-22;10;A. ZIZIC;MTA;31;28;21:05;12.2;5.0;7.5;66.7%;0.0;0.0;0%;2.1;2.9;73%;2.2;2.9;5.0;0.6;0.5;1.1;0.8;0.4;1.5;2.7;15.5
2021-22;11;W. BALDWIN IV;BKN;30;25;28:03:00;14.1;4.1;8.0;51%;1.1;3.3;34%;2.6;3.2;81.2%;0.2;3.3;3.6;4.4;1.1;2.7;0.2;0.3;2.4;4.3;15.5
2021-22;12;S. WILBEKIN;MTA;35;35;29:01:00;15.4;2.4;5.1;47.2%;2.6;6.9;37.9%;2.7;2.9;94.1%;0.3;1.9;2.1;4.1;1.5;2.0;0.0;0.4;1.6;3.1;15.1
2021-22;13;J. NUNNALLY;MTA;32;17;28:29:00;13.8;2.5;5.0;50.3%;1.9;4.7;40.7%;3.0;3.4;89.8%;0.8;3.1;3.9;2.6;0.6;1.7;0.2;0.4;1.7;3.3;15.1
2021-22;14;M. LO;BER;33;28;24:10:00;13.3;2.4;4.8;50%;2.0;4.6;44.4%;2.5;2.9;83.5%;0.3;2.0;2.3;3.7;0.8;2.1;0.0;0.4;1.2;3.8;14.8
2021-22;15;K. SLOUKAS;OLY;37;1;24:53:00;11.9;2.2;4.5;48.8%;1.6;3.9;41.8%;2.6;3.0;84.8%;0.3;2.3;2.6;5.0;0.8;2.2;0.0;0.3;1.4;3.5;14.8
2021-22;16;C. JONES;ASV;31;31;27:31:00;13.1;4.0;7.4;53.7%;1.0;2.6;39%;2.1;2.5;82.1%;0.3;2.8;3.2;3.6;1.5;1.9;0.1;0.5;1.9;3.0;14.7
2021-22;17;J. LOYD;ZEN;23;22;27:13:00;13.2;3.1;6.2;49.7%;1.5;4.3;34.7%;2.6;3.1;83.3%;0.5;3.4;4.0;3.9;1.0;2.2;0.1;0.3;2.9;4.1;14.4
2021-22;18;M. HEZONJA;UNK;25;23;29:37:00;14.2;3.4;6.6;52.4%;1.8;5.2;34.9%;2.0;2.5;77.8%;0.6;5.5;6.1;1.8;1.2;2.3;0.3;0.3;2.8;3.0;14.3
2021-22;19;V. LUCIC;BAY;32;32;30:04:00;12.1;2.1;3.8;53.7%;1.5;4.5;33.3%;3.5;3.9;88.1%;0.5;3.7;4.2;1.5;0.7;1.1;0.2;0.2;2.2;4.4;14.2
2021-22;20;S. SHIELDS;AXM;24;23;29:48:00;13.0;3.4;6.9;49.1%;1.4;4.1;34.7%;2.0;2.5;78.7%;0.5;3.5;4.0;2.8;1.1;1.7;0.4;0.4;1.8;3.3;14.2
2021-22;21;N. DE COLO;FBB;21;5;22:06;11.9;2.9;4.7;60.6%;1.2;3.8;31.6%;2.6;3.0;87.1%;0.1;2.1;2.2;3.8;1.3;2.5;0.2;0.1;1.4;3.6;14.1
2021-22;22;L. SIKMA;BER;29;25;23:47;9.0;2.8;5.6;50.6%;0.7;1.9;35.7%;1.2;1.5;81.8%;2.1;4.2;6.3;3.5;1.2;2.1;0.2;0.3;2.4;3.0;14.1
2021-22;23;E. OKOBO;ASV;27;23;27:33:00;14.5;3.8;7.3;51.5%;1.6;4.2;36.8%;2.3;2.8;82.7%;0.2;2.6;2.8;3.9;0.7;3.1;0.1;0.2;2.1;3.5;13.5
2021-22;24;G. YABUSELE;RMB;36;34;27:35:00;11.9;2.9;5.1;57.3%;1.5;3.7;40.2%;1.6;2.0;78.9%;1.3;3.5;4.8;1.5;1.0;1.5;0.2;0.3;1.5;2.2;13.5
2021-22;25;N. MELLI;AXM;32;32;25:00:00;8.1;2.4;4.7;52.3%;0.4;1.5;29.2%;1.9;2.4;79.2%;1.8;4.9;6.7;1.3;1.1;1.1;0.4;0.2;2.5;3.3;13.4
2021-22;26;N. NEDOVIC;PAO;26;11;23:35;14.3;2.4;4.5;53%;2.3;6.1;38.6%;2.5;2.9;85.3%;0.5;1.7;2.2;3.2;0.5;2.2;0.1;0.3;2.0;3.7;13.2
2021-22;27;M. FALL;OLY;37;37;22:56;8.2;3.3;4.7;70.3%;0.0;0.0;0%;1.5;2.5;61.3%;1.8;3.2;5.1;1.1;0.4;1.1;1.0;0.2;1.8;2.8;13.2
2021-22;28;A. RUBIT;BAY;36;34;25:25:00;10.5;3.2;6.3;50.9%;0.4;1.2;35.6%;2.7;3.1;86.7%;1.6;3.4;4.9;1.4;0.6;1.1;0.3;0.1;2.9;3.5;12.8
2021-22;29;J. NEBO;ZAL;28;17;22:36;8.8;3.6;5.6;65%;0.0;0.0;0%;1.5;2.2;67.2%;2.5;3.7;6.2;0.5;0.6;1.2;0.8;0.3;1.7;1.8;12.8
2021-22;30;D. HALL;ASM;35;3;18:28;8.3;3.5;4.6;77.5%;0.0;0.1;0%;1.3;1.7;72.1%;1.8;3.3;5.1;0.3;0.6;0.6;1.1;0.1;2.1;1.5;12.6
2021-22;31;J. BROWN III;UNK;25;21;30:47:00;10.3;4.2;8.3;51%;0.1;0.6;13.3%;1.6;2.6;60%;2.0;2.8;4.8;1.2;2.8;1.0;0.1;0.3;2.4;2.8;12.5
2021-22;32;T. JEKIRI;UNK;24;6;24:32:00;7.6;3.2;5.1;63.1%;0.0;0.0;0%;1.2;1.9;62.2%;2.9;3.7;6.5;1.0;1.0;1.2;0.6;0.3;2.1;1.7;12.2
2021-22;33;R. GIEDRAITIS;BKN;29;26;28:45:00;11.1;2.1;3.9;52.6%;1.8;4.4;39.8%;1.7;2.1;80.6%;0.8;2.5;3.2;1.3;1.0;1.0;0.1;0.2;1.2;2.3;11.8
2021-22;33;N. CALATHES;BAR;29;27;24:30:00;7.3;2.5;4.3;57.1%;0.7;2.2;31.7%;0.3;0.7;45%;0.5;3.4;4.0;6.4;1.1;1.9;0.1;0.3;2.5;1.4;11.8
2021-22;35;K. HINES;AXM;36;21;23:47;8.0;3.2;5.1;62.7%;0.0;0.0;100%;1.4;2.2;65.8%;2.3;2.9;5.3;1.8;0.7;1.2;0.7;0.5;2.3;2.1;11.8
2021-22;36;V. POIRIER;RMB;37;5;17:58;7.4;2.8;4.8;58.5%;0.0;0.2;16.7%;1.7;2.2;76.8%;2.4;3.1;5.5;0.9;0.8;1.3;0.9;0.3;2.1;2.6;11.7
2021-22;37;N. KALINIC;CZV;32;32;30:03:00;12.6;3.7;7.1;51.8%;1.0;3.6;27.6%;2.2;3.1;71.7%;0.8;3.1;3.9;3.4;1.0;2.7;0.1;0.6;2.3;3.3;11.7
2021-22;38;M. COSTELLO;BKN;27;14;21:53;9.1;2.7;4.5;60.3%;0.8;2.4;32.3%;1.4;1.8;79.2%;1.7;3.5;5.1;1.3;0.4;1.1;0.9;0.4;2.2;2.2;11.7
2021-22;39;D. MACON JR;PAO;31;18;25:52:00;13.1;2.6;4.8;53.3%;1.5;4.6;33.3%;3.3;3.7;87.1%;0.4;1.8;2.2;3.6;0.7;2.2;0.1;0.5;2.5;3.0;11.6
2021-22;40;A. DIALLO;ASM;34;26;24:36:00;9.6;2.8;5.1;53.7%;0.8;2.0;38.2%;1.8;2.4;73.2%;1.8;3.0;4.8;1.7;1.4;1.4;0.3;0.3;2.8;2.4;11.5
2021-22;41;S. FONTECCHIO;BKN;31;22;26:27:00;11.0;2.4;5.2;45.3%;1.6;3.9;40.2%;1.5;1.8;85.7%;1.2;3.2;4.4;2.4;0.9;1.7;0.2;0.2;2.1;2.1;11.5
2021-22;42;D. PIERRE;FBB;28;26;27:46:00;8.3;2.5;4.5;55.2%;0.7;2.3;31.2%;1.2;1.5;82.9%;1.3;3.1;4.4;2.0;1.0;1.2;0.4;0.4;1.3;2.1;11.4
2021-22;43;T. PLEISS;EFS;40;26;18:03;9.6;3.4;5.7;59.8%;0.6;1.3;44.2%;1.0;1.2;89.1%;1.5;2.8;4.3;0.6;0.4;0.7;0.5;0.2;1.5;1.4;11.2
2021-22;44;E. ULANOVAS;ZAL;32;24;27:28:00;8.1;2.0;4.1;49.2%;0.8;2.2;34.7%;1.8;2.2;78.9%;1.4;2.9;4.3;2.1;0.8;1.2;0.2;0.2;1.7;2.9;11.2
2021-22;45;I. PAPAPETROU;PAO;23;20;29:03:00;12.0;3.3;6.1;53.2%;1.2;4.7;25.2%;1.9;2.4;80%;0.6;2.6;3.2;2.5;0.4;1.5;0.1;0.4;1.8;3.4;11.0
2021-22;46;L. LEKAVICIUS;ZAL;32;5;23:45;10.2;2.7;5.4;48.9%;0.9;2.8;34.1%;2.0;2.3;87.8%;0.2;1.0;1.3;4.2;0.7;2.1;0.0;0.2;1.9;3.7;10.9
2021-22;47;D. BOOKER;FBB;29;26;24:19:00;9.1;3.3;5.3;61.7%;0.5;1.3;36.8%;1.1;1.4;76.2%;1.7;2.7;4.4;1.6;0.7;1.4;0.2;0.1;2.3;2.0;10.9
2021-22;48;D. MOTIEJUNAS;ASM;38;34;19:05;9.7;3.7;5.8;63.5%;0.5;1.4;32.7%;1.0;2.2;44.7%;1.6;3.1;4.6;0.7;0.5;1.0;0.3;0.2;2.2;2.7;10.8
2021-22;49;A. MOERMAN;EFS;40;28;24:44:00;8.4;1.5;2.6;58.1%;1.5;3.6;41.5%;0.9;1.2;71.4%;1.2;4.1;5.3;0.6;0.4;0.8;0.5;0.0;1.5;1.5;10.7
2021-22;50;S. ENOCH;BKN;32;17;20:22;9.5;3.5;6.2;57.1%;0.3;0.8;37.5%;1.6;1.9;82%;1.6;4.0;5.6;0.8;0.2;1.3;0.4;0.4;2.6;2.0;10.7
2021-22;51;L. MITROVIC;CZV;31;11;19:56;8.3;3.1;5.1;59.7%;0.0;0.0;0%;2.1;3.1;68%;1.6;2.7;4.3;1.7;0.6;1.7;0.2;0.4;2.2;2.8;10.6
2021-22;52;D. BACON;ASM;29;3;25:17:00;14.0;3.7;7.9;46.1%;1.5;3.6;41.9%;2.1;2.6;80.3%;0.5;2.6;3.1;1.1;1.0;1.2;0.0;0.2;2.5;2.2;10.6
2021-22;53;N. WOLTERS;CZV;31;31;23:42;10.9;3.7;6.6;55.3%;0.9;2.5;35.9%;0.8;1.3;62.5%;0.5;2.1;2.6;3.6;0.7;1.5;0.1;0.4;2.2;1.7;10.5
2021-22;54;B. DAVIES;BAR;36;9;19:54;9.9;3.7;6.8;54.5%;0.2;0.7;25%;1.9;2.9;68%;1.1;2.6;3.7;1.6;0.6;1.7;0.3;0.4;2.4;3.4;10.3
2021-22;55;T. DORSEY;OLY;38;38;24:10:00;12.8;2.4;4.7;51.7%;1.9;5.1;37.4%;2.2;2.8;78.1%;0.4;2.0;2.3;2.0;0.5;1.8;0.1;0.4;2.0;2.8;10.3
2021-22;56;W. THOMAS;ASM;35;28;27:24:00;7.5;2.5;3.9;64.2%;0.6;1.4;40.8%;0.7;0.8;86.2%;1.3;2.9;4.2;1.1;0.6;0.4;0.1;0.2;1.6;1.5;10.3
2021-22;57;K. EVANS;MTA;33;32;25:12:00;8.2;2.1;4.0;51.5%;0.8;2.6;32.9%;1.5;1.8;87.9%;0.4;2.0;2.5;3.5;1.2;1.3;0.2;0.3;2.4;2.7;10.2
2021-22;58;O. HUNTER;BAY;35;0;21:13;7.7;3.0;5.2;57.5%;0.2;0.5;37.5%;1.3;2.1;61.6%;2.3;2.7;5.0;1.1;0.6;1.0;0.5;0.2;2.4;2.2;10.2
2021-22;59;C. WALDEN;BAY;25;21;22:23;9.8;0.9;1.9;46.8%;1.9;4.5;42.5%;2.3;2.6;89.2%;0.2;1.5;1.8;2.5;1.0;1.5;0.0;0.2;3.2;3.8;10.1
2021-22;60;J. MICKEY;ZEN;22;22;25:22:00;10.5;3.1;5.4;58%;0.9;2.5;35.7%;1.5;1.8;80%;1.2;3.1;4.3;0.8;0.5;1.6;0.9;0.5;2.1;1.6;10.1
2021-22;61;T. CAVANAUGH;ZAL;30;25;25:48:00;9.7;2.2;4.1;54.1%;1.5;4.0;37.8%;0.8;1.0;76.7%;0.9;4.2;5.1;1.5;0.5;1.0;0.2;0.1;3.0;1.8;10.0
