Season,Rank,Player,Team,AgePlayer age,GP,GS,W,L,Min,DD2,TD3
2020-21,72,ERRICK MCCOLLUM,KHI,32,28,3,4,24,21:34,0,0
2020-21,72,DANIEL HACKETT,CSK,33,29,23,20,9,24:08:00,0,0
2020-21,74,NORRIS COLE,ASV,32,30,20,13,17,26:15:00,0,0
2020-21,75,PEYTON SIVA,BER,30,26,14,11,15,20:18,0,0
2020-21,76,SAM VAN ROSSOM,VBC,34,33,24,18,15,22:30,0,0
2020-21,77,BILLY BARON,ZEN,30,39,1,22,17,18:39,0,0
2020-21,78,ELIJAH BRYANT,MTA,25,34,26,14,20,23:19,0,0
2020-21,79,COREY WALDEN,CZV,28,30,12,9,21,23:21,0,0
2020-21,80,AARON WHITE,PAO,28,33,17,10,23,22:23,0,0
2020-21,81,SIMONE FONTECCHIO,BER,25,29,24,9,20,23:25,0,0
2020-21,82,JOHANNES THIEMANN,BER,26,31,9,11,20,18:57,0,0
2020-21,83,AUGUSTINE RUBIT,ZAL,31,31,1,15,16,19:06,0,0
2020-21,84,OTHELLO HUNTER,MTA,34,27,5,9,18,20:56,3,0
2020-21,85,IOANNIS PAPAPETROU,PAO,26,27,26,8,19,30:39:00,0,0
2020-21,86,HOWARD SANT-ROOS,PAO,29,32,27,9,23,24:22:00,0,0
2020-21,87,ALEX POYTHRESS,ZEN,27,32,7,19,13,18:46,1,0
2020-21,88,LOUIS LABEYRIE,VBC,28,29,11,16,13,20:15,0,0
2020-21,89,GEORGIOS PRINTEZIS,OLY,35,31,14,16,15,18:09,0,0
2020-21,90,LUKAS LEKAVICIUS,ZAL,26,33,0,17,16,18:20,0,0
2020-21,91,NICOLAS LAPROVITTOLA,RMB,30,34,13,19,15,17:37,2,0
2020-21,92,DEJAN DAVIDOVAC,CZV,25,33,8,9,24,22:39,0,0
2020-21,93,OCTAVIUS ELLIS,OLY,27,33,23,16,17,14:17,0,0
2020-21,94,HASSAN MARTIN,OLY,25,24,6,11,13,22:54,0,0
2020-21,95,YOUSSOUPHA FALL,TDS,25,32,16,17,15,11:43,0,0
2020-21,96,ANGELO CALOIARO,MTA,31,33,27,14,19,25:35:00,1,0
2020-21,97,CHRIS JONES,MTA,27,34,7,14,20,17:29,0,0
2020-21,98,TONYE JEKIRI,TDS,26,30,14,16,14,18:50,2,0
2020-21,99,SERTAC SANLI,EFS,29,34,19,24,10,14:13,0,0
2020-21,100,ROLANDS SMITS,FCB,25,41,8,28,13,15:55,0,0
2020-21,101,PAULIUS JANKUNAS,ZAL,36,34,8,17,17,15:53,0,0
2020-21,102,DANILO BARTHEL,FNB,29,29,18,12,17,21:49,0,0
2020-21,103,USMAN GARUBA,RMB,18,39,20,22,17,16:17,1,0
2020-21,103,LUIGI DATOME,AXM,33,37,7,22,15,16:29,0,0
2020-21,105,MARCUS ERIKSSON,BER,27,22,14,7,15,23:18,0,0
2020-21,106,NICK WEILER-BABB,BAY,25,33,13,20,13,23:36,0,0
2020-21,106,JAMES ANDERSON,EFS,31,41,17,27,14,15:08,1,0
2020-21,108,DEVIN BOOKER,KHI,29,15,14,0,15,27:36:00,2,0
2020-21,109,MARKO GUDURIC,FNB,25,21,21,15,6,25:46:00,0,0
2020-21,109,ANTOINE DIOT,ASV,31,30,23,12,18,18:44,0,0
2020-21,109,DRAGAN BENDER,MTA,23,34,16,14,20,19:07,0,0
2020-21,112,WILLIAM HOWARD,ASV,27,22,2,8,14,17:51,0,0
2020-21,112,MARTIN HERMANNSSON,VBC,26,29,0,15,14,17:42,0,0
2020-21,112,ZORAN DRAGIC,TDS,31,33,3,17,16,17:58,0,0
2020-21,115,OGNJEN DOBRIC,CZV,26,32,7,8,24,18:37,0,0
2020-21,116,AUSTIN HOLLINS,ZEN,29,38,34,21,17,19:21,0,0
2020-21,117,JAYCEE CARROLL,RMB,37,31,8,18,13,14:52,0,0
2020-21,118,VIACHESLAV ZAITCEV,KHI,31,34,26,4,30,19:28,0,0
2020-21,119,DARRUN HILLIARD,CSK,27,37,30,25,12,19:24,0,0
2020-21,120,PIERRE ORIOLA,FCB,28,38,20,27,11,15:01,0,0
2020-21,121,ROKAS JOKUBAITIS,ZAL,20,31,5,16,15,20:55,0,0
2020-21,122,DENNIS SEELEY,BAY,31,27,10,15,12,20:20,0,0
2020-21,123,MAODO LO,BER,28,27,8,10,17,21:34,0,0
2020-21,124,LIVIO JEAN-CHARLES,OLY,27,29,11,12,17,17:31,0,0
2020-21,125,SERGIO LLULL,RMB,33,26,3,17,9,17:44,0,0
2020-21,126,ISMAEL BAKO,ASV,25,27,3,11,16,14:22,0,0
2020-21,127,NIELS GIFFEY,BER,29,24,5,10,14,20:02,0,0
2020-21,128,ADAM HANGA,FCB,31,41,7,28,13,15:53,0,0
2020-21,129,ANDREY ZUBKOV,ZEN,29,39,1,22,17,16:02,0,0
2020-21,130,OGNJEN KUZMIC,CZV,30,32,25,10,22,13:55,0,0
2020-21,131,NIKITA KURBANOV,CSK,34,39,39,27,12,22:03,0,0
2020-21,132,JAJUAN JOHNSON,BAY,31,38,21,23,15,14:11,0,0
2020-21,133,BENJAMIN BENTIL,PAO,25,31,5,10,21,15:52,0,0
2020-21,133,ALEX ABRINES,FCB,27,39,33,27,12,18:42,0,0
2020-21,135,JOEL BOLOMBOY,CSK,26,25,9,15,10,16:55,0,0
2020-21,136,TADAS SEDEKERSKIS,TDS,22,32,21,17,15,16:16,0,0
2020-21,136,JONAS JEREBKO,KHI,33,15,15,1,14,26:08:00,1,0
2020-21,138,TIBOR PLEISS,EFS,31,24,9,14,10,12:02,0,0
2020-21,139,KALEB TARCZEWSKI,AXM,27,39,24,24,15,13:24,0,0
2020-21,140,JOHNNY O'BRYANT,CZV,27,16,2,4,12,20:41,1,0
2020-21,141,IFFE LUNDBERG,CSK,26,15,2,11,4,20:06,0,0
2020-21,142,CHARLES KAHUDI,ASV,34,31,16,10,21,21:12,0,0
2020-21,143,KC RIVERS,ZEN,33,37,13,21,16,22:18,0,0
2020-21,144,VLADIMIR MICOV,AXM,35,30,20,18,12,19:04,0,0
2020-21,145,VASSILIS SPANOULIS,OLY,38,34,2,16,18,17:16,0,0
2020-21,146,MARKO JAGODIC-KURIDZA,CZV,33,34,14,10,24,18:42,0,0
2020-21,147,SERGEY KARASEV,KHI,27,28,21,4,24,18:39,0,0
2020-21,147,FABIEN CAUSEUR,RMB,33,28,8,15,13,14:06,0,0
2020-21,149,MARTINAS GEBEN,ZAL,26,33,2,17,16,08:03,0,0
2020-21,150,ZAN MARK SISKO,BAY,23,32,1,19,13,17:13,0,0
2021-22,1,NIKOLA MIROTIC,BAR,30,38,38,28,10,24:25:00,2,0
2021-22,2,SHANE LARKIN,EFS,29,39,28,23,16,31:53:00,0,0
2021-22,3,MIKE JAMES,ASM,31,38,32,21,17,31:11:00,4,0
2021-22,4,SASHA VEZENKOV,OLY,26,38,38,23,15,30:11:00,4,0
2021-22,5,WALTER TAVARES,RMB,29,35,34,23,12,22:58,8,0
2021-22,6,VASILIJE MICIC,EFS,27,34,26,20,14,30:12:00,2,0
2021-22,7,KOSTAS SLOUKAS,OLY,31,37,1,22,15,24:53:00,1,0
2021-22,8,SCOTTIE WILBEKIN,MTA,28,35,35,18,17,29:01:00,0,0
2021-22,9,GEORGIOS PAPAGIANNIS,PAO,24,29,23,8,21,28:24:00,8,0
2021-22,10,MAODO LO,BER,29,33,28,14,19,24:10:00,0,0
2021-22,11,MOUSTAPHA FALL,OLY,29,37,37,22,15,22:56,1,0
2021-22,12,GUERSCHON YABUSELE,RMB,26,36,34,24,12,27:35:00,1,0
2021-22,13,JAMES NUNNALLY,MTA,31,32,17,16,16,28:29:00,0,0
2021-22,13,ANTE ZIZIC,MTA,24,31,28,16,15,21:05,1,0
2021-22,15,WADE BALDWIN IV,BKN,25,30,25,11,19,28:03:00,2,0
2021-22,16,AUGUSTINE RUBIT,BAY,32,36,34,16,20,25:25:00,2,0
2021-22,17,CHRIS JONES,ASV,28,31,31,10,21,27:31:00,0,0
2021-22,18,VLADIMIR LUCIC,BAY,32,32,32,16,16,30:04:00,2,0
2021-22,19,TIBOR PLEISS,EFS,32,40,26,23,17,18:03,0,0
2021-22,20,DONTA HALL,ASM,24,35,3,19,16,18:28,2,0
2021-22,21,VINCENT POIRIER,RMB,28,37,5,25,12,17:58,3,0
2021-22,22,NICOLO MELLI,AXM,30,32,32,21,11,25:00:00,3,0
2021-22,23,ADRIEN MOERMAN,EFS,33,40,28,23,17,24:44:00,0,0
2021-22,24,KYLE HINES,AXM,35,36,21,22,14,23:47,3,0
2021-22,25,LORENZO BROWN,UNK,31,24,23,13,11,29:21:00,1,0
2021-22,26,DONATAS MOTIEJUNAS,ASM,31,38,34,21,17,19:05,2,0
2021-22,27,LUKE SIKMA,BER,32,29,25,13,16,23:47,1,0
2021-22,28,JAN VESELY,FBB,31,22,20,8,14,28:30:00,3,0
2021-22,29,TYLER DORSEY,OLY,25,38,38,23,15,24:10:00,0,0
2021-22,30,ALPHA DIALLO,ASM,24,34,26,19,15,24:36:00,1,0
2021-22,31,NIKOLA KALINIC,CZV,30,32,32,14,18,30:03:00,1,0
2021-22,32,NICOLAS LAPROVITTOLA,BAR,31,38,28,28,10,20:26,0,0
2021-22,32,BRANDON DAVIES,BAR,30,36,9,27,9,19:54,1,0
2021-22,34,BRYANT DUNSTON,EFS,35,37,10,22,15,17:57,0,0
2021-22,35,ELIE OKOBO,ASV,24,27,23,9,18,27:33:00,0,0
2021-22,36,WILL THOMAS,ASM,35,35,28,18,17,27:24:00,0,0
2021-22,37,DARYL MACON JR,PAO,26,31,18,9,22,25:52:00,1,0
2021-22,38,EDGARAS ULANOVAS,ZAL,29,32,24,8,24,27:28:00,0,0
2021-22,39,JOSH NEBO,ZAL,24,28,17,8,20,22:36,3,0
2021-22,39,MARIO HEZONJA,UNK,26,25,23,13,12,29:37:00,2,0
2021-22,41,OTHELLO HUNTER,BAY,35,35,0,16,19,21:13,1,0
2021-22,42,SIMONE FONTECCHIO,BKN,26,31,22,11,20,26:27:00,0,0
2021-22,43,LUKAS LEKAVICIUS,ZAL,27,32,5,8,24,23:45,1,0
2021-22,44,NEMANJA NEDOVIC,PAO,30,26,11,8,18,23:35,0,0
2021-22,44,ROKAS GIEDRAITIS,BKN,29,29,26,11,18,28:45:00,0,0
2021-22,44,NICK CALATHES,BAR,32,29,27,20,9,24:30:00,1,0
2021-22,47,STEVEN ENOCH,BKN,24,32,17,12,20,20:22,5,0
2021-22,48,SHAVON SHIELDS,AXM,27,24,23,13,11,29:48:00,1,0
2021-22,49,KEENAN EVANS,MTA,25,33,32,17,16,25:12:00,0,0
2021-22,50,JORDAN LOYD,ZEN,28,23,22,14,9,27:13:00,0,0
2021-22,51,LUKA MITROVIC,CZV,28,31,11,14,17,19:56,1,0
2021-22,52,NATE WOLTERS,CZV,30,31,31,14,17,23:42,0,0
2021-22,53,DEVON HALL,AXM,26,36,23,22,14,27:03:00,0,0
2021-22,54,DYSHAWN PIERRE,FBB,28,28,26,12,16,27:46:00,0,0
2021-22,55,DERRICK WILLIAMS,MTA,30,35,31,18,17,24:35:00,0,0
2021-22,55,OSCAR DA SILVA,BER,23,33,10,14,19,18:25,0,0
2021-22,57,DEVIN BOOKER,FBB,30,29,26,13,16,24:19:00,0,0
2021-22,58,MATTHEW COSTELLO,BKN,28,27,14,11,16,21:53,2,0
2021-22,59,JOHN BROWN III,UNK,29,25,21,13,12,30:47:00,1,0
2021-22,60,SERGIO RODRIGUEZ,AXM,35,34,5,21,13,20:11,0,0
2021-22,61,DWAYNE BACON,ASM,26,29,3,16,13,25:17:00,0,0
2021-22,62,WILL CLYBURN,CSK,31,20,1,12,8,28:11:00,1,0
2021-22,63,TYLER CAVANAUGH,ZAL,27,30,25,7,23,25:48:00,0,0
2021-22,64,NANDO DE COLO,FBB,34,21,5,7,14,22:06,0,0
2021-22,65,TONYE JEKIRI,UNK,27,24,6,12,12,24:32:00,1,0
2021-22,66,RODRIGUE BEAUBOIS,EFS,33,35,22,19,16,22:12,0,0
2021-22,67,DESHAUN THOMAS,BAY,30,36,14,16,20,22:49,0,0
2021-22,68,THOMAS WALKUP,OLY,29,37,37,22,15,22:21,0,0
2021-22,69,SHAQUIELLE MCKISSIC,OLY,31,37,0,23,14,16:31,0,0
2021-22,70,JALEN REYNOLDS,MTA,29,35,3,18,17,16:29,1,0
2021-22,71,MARKO GUDURIC,FBB,26,28,10,11,17,20:31,0,0
2021-22,72,ROKAS JOKUBAITIS,BAR,21,37,2,27,10,16:46,0,0
2021-22,73,OGNJEN KUZMIC,CZV,31,33,29,14,19,17:38,0,0
2021-22,74,ACHILLE POLONARA,FBB,30,30,4,13,17,22:21,1,0
2021-22,75,KYLE KURIC,BAR,32,37,12,28,9,20:07,0,0
2021-22,76,NICK WEILER-BABB,BAY,26,29,16,14,15,26:14:00,0,0
2021-22,76,PIERRIA HENRY,FBB,28,28,27,13,15,28:42:00,0,0
2021-22,78,HOWARD SANT-ROOS,PAO,30,31,22,10,21,23:28,0,0
2021-22,79,THOMAS HEURTEL,RMB,32,27,14,19,8,19:20,0,0
2021-22,80,RUDY FERNANDEZ,RMB,36,34,0,24,10,18:30,0,0
2021-22,81,OKARO WHITE,PAO,29,29,24,8,21,23:02,0,0
2021-22,82,COREY WALDEN,BAY,29,25,21,12,13,22:23,0,0
2021-22,82,IOANNIS PAPAPETROU,PAO,27,23,20,7,16,29:03:00,0,0
2021-22,84,PARIS LEE,ASM,26,36,9,20,16,19:27,0,0
2021-22,85,KOSTAS PAPANIKOLAOU,OLY,31,37,37,23,14,23:24,0,0
2021-22,86,JAYSON GRANGER,BKN,32,30,22,10,20,22:55,0,0
2021-22,87,ALEXEY SHVED,CSK,33,24,22,14,10,25:00:00,2,0
2021-22,88,DARRUN HILLIARD,BAY,28,20,9,7,13,24:17:00,0,0
2021-22,89,SERGIO LLULL,RMB,34,36,2,25,11,19:45,0,0
2021-22,90,NIKOLA IVANOVIC,CZV,27,27,0,11,16,15:21,0,0
2021-22,91,BILLY BARON,ZEN,31,23,1,14,9,20:25,0,0
2021-22,92,ALEX POYTHRESS,ZEN,28,23,5,14,9,20:10,0,0
2021-22,93,JEREMY EVANS,PAO,34,32,13,10,22,16:11,0,0
2021-22,94,TADAS SEDEKERSKIS,BKN,23,27,13,11,16,18:01,1,0
2021-22,94,JORDAN MICKEY,ZEN,27,22,22,13,9,25:22:00,0,0
2021-22,96,JALEN SMITH,BER,27,33,17,14,19,21:02,0,0
2021-22,96,MALCOLM DELANEY,AXM,32,28,26,19,9,24:13:00,0,0
2021-22,98,NIKOLA MILUTINOV,CSK,27,16,13,9,7,19:10,3,0
2021-22,99,YOVEL ZOOSMAN,BER,23,31,13,11,20,21:09,0,0
2021-22,100,TORNIKE SHENGELIA,CSK,30,15,13,9,6,24:48:00,1,0
2021-22,100,YOUSSOUPHA FALL,ASV,26,28,9,8,20,12:37,2,0
2021-22,102,OGNJEN DOBRIC,CZV,27,29,13,14,15,22:35,0,0
2021-22,103,KRUNOSLAV SIMON,EFS,36,27,15,16,11,21:10,0,0
2021-22,104,JOHANNES VOIGTMANN,CSK,29,20,13,11,9,21:15,0,0
2021-22,104,DEJAN DAVIDOVAC,CZV,26,28,13,13,15,18:34,0,0
2021-22,106,ADAM HANGA,RMB,32,31,26,21,10,18:51,0,0
2021-22,107,DANTE EXUM,BAR,26,25,10,17,8,16:58,0,0
2021-22,108,HASSAN MARTIN,OLY,26,31,0,18,13,14:08,0,0
2021-22,109,DANIEL HACKETT,CSK,34,22,8,13,9,21:32,0,0
2021-22,110,IFFE LUNDBERG,CSK,27,24,16,14,10,21:07,0,0
2021-22,111,MATEUSZ PONITKA,ZEN,28,20,18,13,7,25:42:00,0,0
2021-22,112,TAMIR BLATT,BER,24,30,3,11,19,15:01,0,0
2021-22,113,JOHANNES THIEMANN,BER,27,23,9,11,12,18:38,0,0
2021-22,113,ANGELO CALOIARO,MTA,32,35,12,18,17,19:44,0,0
2021-22,115,FABIEN CAUSEUR,RMB,34,28,18,20,8,20:03,0,0
2021-22,116,ELIJAH BRYANT,EFS,26,36,13,23,13,18:50,0,0
2021-22,117,KOSTAS ANTETOKOUNMPO,ASV,24,26,3,7,19,13:08,0,0
2021-22,118,OGNJEN JARAMAZ,BAY,26,36,11,16,20,16:13,0,0
2021-22,119,KHALIFA KOUMADJE,BER,25,21,4,11,10,12:22,1,0
2021-22,119,DANILO ANDJUSIC,ASM,30,30,6,15,15,16:16,0,0
2021-22,121,BEN LAMMERS,BER,26,24,15,11,13,17:18,0,0
2021-22,122,JOEL BOLOMBOY,CSK,27,23,4,14,9,15:45,0,0
2021-22,123,SERTAC SANLI,BAR,30,32,24,21,11,15:07,0,0
2021-22,124,ROLANDS SMITS,BAR,26,36,3,25,11,14:51,0,0
2021-22,124,LOUIS OLINDE,BER,23,24,10,8,16,17:46,0,0
2021-22,126,MARCO SPISSU,UNK,26,25,0,13,12,14:24,0,0
2021-22,127,ISAIAH CANAAN,UNK,30,24,2,13,11,23:55,0,0
2021-22,128,NIGEL WILLIAMS-GOSS,RMB,27,29,16,19,10,16:33,0,0
2021-22,128,ALBERTO ABALDE,RMB,26,30,19,22,8,18:46,0,0
2021-22,130,DYLAN OSETKOWSKI,ASV,25,26,15,8,18,19:21,0,0
2021-22,131,WILLIAM HOWARD,ASV,28,21,11,8,13,22:39,1,0
2021-22,132,ARTURAS MILAKNIS,ZAL,35,31,5,8,23,20:09,0,0
2021-22,132,AUSTIN HOLLINS,CZV,30,28,17,13,15,20:39,0,0
2021-22,134,MARCOS KNIGHT,ASV,32,17,10,3,14,22:06,1,0
2021-22,134,NIGEL HAYES-DAVIS,BAR,27,37,16,26,11,18:57,0,0
2021-22,134,ARTURAS GUDAITIS,ZEN,28,17,16,11,6,19:04,0,0
2021-22,137,CHRIS SINGLETON,EFS,32,36,13,22,14,17:27,0,0
2021-22,138,NIELS GIFFEY,ZAL,30,28,5,6,22,16:21,0,0
2021-22,138,MARCUS ERIKSSON,BER,28,13,13,4,9,24:46:00,0,0
2021-22,138,MAREK BLAZEVIC,ZAL,20,27,11,6,21,11:51,1,0
2021-22,141,JAMES GIST,ASV,35,28,21,9,19,21:37,0,0
2021-22,142,AARON WHITE,CZV,29,18,9,8,10,18:06,1,0
2021-22,143,JANIS STRELNIEKS,ZAL,32,23,22,6,17,20:27,0,0
2021-22,143,PAUL LACOMBE,ASV,31,25,3,8,17,15:16,0,0
2021-22,145,LANDRY NNOKO,BKN,27,17,7,6,11,16:45,0,0
2021-22,146,LIVIO JEAN-CHARLES,OLY,28,29,1,17,12,10:40,0,0
2021-22,146,JAMES ANDERSON,EFS,32,28,13,16,12,13:35,0,0
2021-22,148,LEONIDAS KASELAKIS,PAO,31,31,6,10,21,15:19,0,0
2021-22,149,ALEC PETERS,BKN,26,12,8,5,7,23:50,0,0
2021-22,150,GABRIEL DECK,RMB,26,11,9,5,6,25:24:00,1,0
2022-23,1,SASHA VEZENKOV,OLY,27,40,39,27,13,29:14:00,8,0
2022-23,2,MATHIAS LESSORT,PAR,27,38,23,22,16,30:10:00,8,0
2022-23,3,WALTER TAVARES,RMB,30,40,38,28,12,25:00:00,7,0
2022-23,4,DZANAN MUSA,RMB,23,41,31,28,13,23:48,0,0
2022-23,5,WILL CLYBURN,EFS,32,34,17,17,17,33:07:00,2,0
2022-23,6,MIKE JAMES,ASM,32,38,38,22,16,30:21:00,1,0
2022-23,7,WADE BALDWIN IV,MTA,26,34,33,19,15,28:03:00,1,0
2022-23,8,DARIUS THOMPSON,BKN,27,34,33,18,16,26:56:00,6,0
2022-23,9,JOHNATHAN MOTLEY,FBB,27,36,25,21,15,23:16,2,0
2022-23,10,LORENZO BROWN,MTA,32,35,35,21,14,31:35:00,1,0
2022-23,11,KEVIN PUNTER,PAR,29,37,24,22,15,27:54:00,0,0
2022-23,12,ZACH LEDAY,PAR,28,39,34,22,17,30:55:00,3,0
2022-23,13,DANTE EXUM,PAR,27,38,7,22,16,22:59,0,0
2022-23,14,VASILIJE MICIC,EFS,28,31,29,15,16,31:17:00,1,0
2022-23,15,KOSTAS SLOUKAS,OLY,32,36,0,23,13,22:50,1,0
2022-23,16,NIGEL HAYES-DAVIS,FBB,28,39,39,21,18,30:27:00,1,0
2022-23,17,BONZIE COLSON,MTA,26,39,31,22,17,26:04:00,3,0
2022-23,18,DONTA HALL,ASM,25,41,4,25,16,18:38,2,0
2022-23,19,ELIE OKOBO,ASM,25,41,6,25,16,26:00:00,0,0
2022-23,20,MOUSTAPHA FALL,OLY,30,40,39,27,13,22:02,0,0
2022-23,21,GABRIEL DECK,RMB,27,31,23,20,11,26:01:00,1,0
2022-23,22,MARKO GUDURIC,FBB,27,38,5,21,17,23:51,0,0
2022-23,23,NIKOLA MIROTIC,BAR,31,29,29,19,10,24:58:00,0,0
2022-23,24,THOMAS WALKUP,OLY,30,41,41,28,13,25:05:00,2,0
2022-23,25,ROKAS GIEDRAITIS,BKN,30,34,32,18,16,26:37:00,1,0
2022-23,26,JOSH NEBO,MTA,25,39,33,22,17,21:38,4,0
2022-23,26,JORDAN LOYD,ASM,29,34,29,22,12,25:20:00,0,0
2022-23,26,ALPHA DIALLO,ASM,25,41,15,25,16,24:45:00,0,0
2022-23,29,TOMAS SATORANSKY,BAR,31,36,36,25,11,24:26:00,1,0
2022-23,30,MAIK KOTSAR,BKN,26,34,28,18,16,20:24,1,0
2022-23,31,NANDO DE COLO,ASV,35,29,24,8,21,23:43,0,0
2022-23,32,JAN VESELY,BAR,32,38,18,25,13,20:02,0,0
2022-23,33,EDGARAS ULANOVAS,ZAL,30,37,37,19,18,28:10:00,0,0
2022-23,34,NICOLAS LAPROVITTOLA,BAR,32,39,39,26,13,23:42,1,0
2022-23,35,FILIP PETRUSEV,CZV,22,34,11,17,17,22:39,2,0
2022-23,36,LUKE SIKMA,BER,33,33,30,11,22,22:28,2,0
2022-23,37,YOUSSOUPHA FALL,ASV,27,34,27,8,26,19:56,4,0
2022-23,38,CHRIS JONES,VBC,29,28,25,13,15,22:54,0,0
2022-23,39,DERRICK WILLIAMS,PAO,31,34,32,11,23,29:19:00,0,0
2022-23,40,DONATAS MOTIEJUNAS,ASM,32,41,37,25,16,17:47,0,0
2022-23,41,KOSTAS PAPANIKOLAOU,OLY,32,38,38,25,13,25:20:00,1,0
2022-23,42,NICK CALATHES,FBB,33,39,39,21,18,25:39:00,2,0
2022-23,43,BRANDON DAVIES,EA7,31,33,13,15,18,18:23,1,0
2022-23,44,GEORGIOS PAPAGIANNIS,PAO,25,33,22,11,22,23:43,2,0
2022-23,45,MATTHEW COSTELLO,BKN,29,34,5,18,16,20:03,0,0
2022-23,46,SHAQUIELLE MCKISSIC,OLY,32,41,7,28,13,17:40,0,0
2022-23,47,NICOLO MELLI,EA7,31,32,31,14,18,25:17:00,0,0
2022-23,48,MARIO HEZONJA,RMB,27,39,12,26,13,20:32,1,0
2022-23,49,LUCA VILDOZA,CZV,27,29,24,16,13,24:14:00,0,0
2022-23,50,MATEUSZ PONITKA,PAO,29,27,6,10,17,25:10:00,2,0
2022-23,51,ROLANDS SMITS,ZAL,27,37,36,19,18,23:22,1,0
2022-23,52,DWAYNE BACON,PAO,27,27,27,9,18,30:50:00,0,0
2022-23,53,BOJAN DUBLJEVIC,VBC,31,27,22,11,16,23:07,1,0
2022-23,54,PARIS LEE,PAO,27,33,17,11,22,27:09:00,1,0
2022-23,55,RODRIGUE BEAUBOIS,EFS,34,30,25,16,14,25:15:00,0,0
2022-23,56,ELIJAH BRYANT,EFS,27,34,24,17,17,22:41,2,0
2022-23,57,JALEN SMITH,BER,28,31,27,10,21,24:37:00,0,0
2022-23,57,BILLY BARON,EA7,32,30,16,15,15,25:06:00,0,0
2022-23,59,GUERSCHON YABUSELE,RMB,27,29,16,17,12,23:47,0,0
2022-23,60,JAMES NUNNALLY,PAR,32,37,19,20,17,22:21,0,0
2022-23,61,ROMAN SORKIN,MTA,26,36,4,21,15,16:18,0,0
2022-23,62,AM JAITEH,VIR,28,33,32,14,19,18:36,1,0
2022-23,63,LUKA MITROVIC,CZV,29,31,9,16,15,18:54,0,0
2022-23,64,ANTE ZIZIC,EFS,25,31,13,15,16,15:40,0,0
2022-23,65,IGNAS BRAZDEIKIS,ZAL,23,35,28,18,17,22:24,0,0
2022-23,66,NEMANJA NEDOVIC,CZV,31,27,4,15,12,20:56,0,0
2022-23,67,JOHANNES THIEMANN,BER,28,28,4,8,20,17:47,0,0
2022-23,67,KEENAN EVANS,ZAL,26,17,17,9,8,26:13:00,0,0
2022-23,69,NIKOLA KALINIC,BAR,31,38,26,26,12,22:31,0,0
2022-23,70,KEVARRIUS HAYES,ZAL,25,37,28,19,18,17:38,0,0
2022-23,71,CORY HIGGINS,BAR,33,32,0,22,10,19:49,0,0
2022-23,72,MARKUS HOWARD,BKN,23,33,16,18,15,20:31,0,0
2022-23,73,JARED HARPER,VBC,25,31,5,12,19,17:49,0,0
2022-23,74,AUGUSTINE RUBIT,BAY,33,20,15,8,12,23:13,1,0
2022-23,74,MAODO LO,BER,30,26,19,9,17,21:56,0,0
2022-23,76,ARNAS BUTKEVICIUS,ZAL,30,37,11,19,18,22:32,0,0
2022-23,77,MILOS TEODOSIC,VIR,35,26,9,12,14,19:29,2,0
2022-23,78,SERGIO RODRIGUEZ,RMB,36,40,3,28,12,14:48,1,0
2022-23,79,DYSHAWN PIERRE,FBB,29,29,22,17,12,22:47,0,0
2022-23,80,LOUIS OLINDE,BER,24,27,25,10,17,22:19,1,0
2022-23,81,JOHN BROWN III,ASM,30,41,38,25,16,22:24,0,0
2022-23,82,TORNIKE SHENGELIA,VIR,31,23,17,10,13,22:37,0,0
2022-23,83,VINCENT POIRIER,RMB,29,32,1,21,11,14:38,0,0
2022-23,83,JORDAN MICKEY,VIR,28,32,18,13,19,22:01,0,0
2022-23,85,COREY WALDEN,BAY,30,29,4,9,20,19:20,0,0
2022-23,85,KYLE HINES,EA7,36,34,10,15,19,18:48,0,0
2022-23,87,LAURYNAS BIRUTIS,ZAL,25,37,1,19,18,13:07,0,0
2022-23,88,CASSIUS WINSTON,BAY,24,29,17,11,18,19:22,0,0
2022-23,89,SEMI OJELEYE,VIR,28,24,21,8,16,23:33,0,0
2022-23,89,ROKAS JOKUBAITIS,BAR,22,39,0,26,13,14:46,0,0
2022-23,89,ARTURAS GUDAITIS,PAO,29,29,12,10,19,17:20,1,0
2022-23,92,DANIEL HACKETT,VIR,35,32,31,12,20,21:56,1,0
2022-23,93,SCOTTIE WILBEKIN,FBB,29,25,23,16,9,23:39,0,0
2022-23,94,OGNJEN DOBRIC,CZV,28,31,19,17,14,23:42,0,0
2022-23,95,JOHN DIBARTOLOMEO,MTA,31,39,1,22,17,16:53,0,0
2022-23,96,BENJAMIN BENTIL,CZV,27,30,25,14,16,20:13,1,0
2022-23,97,JAMES WEBB III,VBC,29,32,23,14,18,21:30,1,0
2022-23,98,IFFE LUNDBERG,VIR,28,29,22,12,17,20:37,0,0
2022-23,99,KHALIFA KOUMADJE,BER,26,31,17,10,21,13:14,1,0
2022-23,100,SHANE LARKIN,EFS,30,17,8,8,9,28:39:00,1,0
2022-23,101,AMATH M'BAYE,EFS,33,33,15,16,17,21:28,0,0
2022-23,102,XABI LOPEZ-AROSTEGUI,VBC,25,31,7,15,16,18:45,0,0
2022-23,103,DAULTON HOMMES,BKN,26,31,22,17,14,19:52,0,0
2022-23,104,FREDDIE GILLESPIE,BAY,25,34,26,11,23,18:56,1,0
2022-23,104,ISMAEL BAKO,VIR,27,34,0,14,20,15:31,0,0
